Ticker,Report Date,Currency,Fiscal Year,Fiscal Period,Revenue,Cost of Revenue,Operating Income (Loss),Operating Expenses,Depreciation & Amortization,EBITDA,country_code,primary_ticker,account_number,organization,survey_year,response_received_date,country,region,authority_types,activities,sectors,industries,primary_activity,primary_sector,primary_industry,primary_questionnaire_sector
CRS,6/30/17,USD,2017,FY,1797600000,-1496800000,124700000,-176100000,117800000,242500000,,,,,,,,,,,,,,,,
CRS,6/30/18,USD,2018,FY,2157700000,-1775400000,189300000,-193000000,116600000,305900000,,,,,,,,,,,,,,,,
CRS,6/30/19,USD,2019,FY,2380200000,-1935400000,241400000,-203400000,121500000,362900000,,,,,,,,,,,,,,,,
CRS,6/30/20,USD,2020,FY,2181100000,-1851700000,25300000,-304100000,123900000,149200000,,,,,,,,,,,,,,,,
CRSP,12/31/17,USD,2017,FY,40997000,,-64648000,-105645000,3024000,-61624000,,,,,,,,,,,,,,,,
CRSP,12/31/18,USD,2018,FY,3124000,,-158943000,-162067000,3519000,-155424000,,,,,,,,,,,,,,,,
CRSP,12/31/19,USD,2019,FY,289590000,,46740000,-242850000,4725000,51465000,,,,,,,,,,,,,,,,
CRTO,12/31/17,USD,2017,FY,2296692000,-1477197000,137844000,-681651000,104025000,241869000,,,,,,,,,,,,,,,,
CRTO,12/31/18,USD,2018,FY,2300314000,-1466078000,147107000,-687129000,111825000,258932000,,,,,,,,,,,,,,,,
CRTO,12/31/19,USD,2019,FY,2261516000,-1432480000,141214000,-687822000,97110000,238324000,,,,,,,,,,,,,,,,
CRUS,3/31/18,USD,2017,FY,1532186000,-771470000,262461000,-498255000,81399000,343860000,,,,,,,,,,,,,,,,
CRUS,3/31/19,USD,2018,FY,1185524000,-588027000,95856000,-501641000,79826000,175682000,,,,,,,,,,,,,,,,
CRUS,3/31/20,USD,2019,FY,1281124000,-606957000,173480000,-500687000,68237000,241717000,,,,,,,,,,,,,,,,
CRVS,12/31/17,USD,2017,FY,,,-56524000,-56524000,842000,-55682000,,,,,,,,,,,,,,,,
CRVS,12/31/18,USD,2018,FY,,,-49222000,-49222000,847000,-48375000,,,,,,,,,,,,,,,,
CRVS,12/31/19,USD,2019,FY,,,-48854000,-48854000,743000,-48111000,,,,,,,,,,,,,,,,
CRWD,1/31/19,USD,2018,FY,249824000,-87238000,-136864000,-299450000,14815000,-122049000,,,,,,,,,,,,,,,,
CRWD,1/31/20,USD,2019,FY,481413000,-141627000,-146065000,-485851000,23026000,-123039000,,,,,,,,,,,,,,,,
CRWS,4/30/17,USD,2017,FY,70270000,-50491000,5507000,-14272000,333000,5840000,,,,,,,,,,,,,,,,
CRWS,4/30/18,USD,2018,FY,76381000,-54074000,7113000,-15194000,640000,7753000,,,,,,,,,,,,,,,,
CRWS,4/30/19,USD,2019,FY,73396000,-51806000,7737000,-13853000,716000,8453000,,,,,,,,,,,,,,,,
CRY,12/31/17,USD,2017,FY,189702000,-61060000,7970000,-120672000,9745000,17715000,,,,,,,,,,,,,,,,
CRY,12/31/18,USD,2018,FY,262841000,-89857000,9312000,-163672000,18095000,27407000,,,,,,,,,,,,,,,,
CRY,12/31/19,USD,2019,FY,276222000,-93209000,17042000,-165971000,18317000,35359000,,,,,,,,,,,,,,,,
CRZO,12/31/17,USD,2017,FY,745888000,,237440000,-508448000,262589000,500029000,,,,,,,,,,,,,,,,
CRZO,12/31/18,USD,2018,FY,1065942000,,475186000,-590756000,299530000,774716000,,,,,,,,,,,,,,,,
CSBR,4/30/17,USD,2017,FY,15411000,-9703000,-6809000,-12517000,168000,-6641000,,,,,,,,,,,,,,,,
CSBR,4/30/18,USD,2018,FY,20241000,-10553000,-1354000,-11042000,360000,-994000,,,,,,,,,,,,,,,,
CSBR,4/30/19,USD,2019,FY,27067000,-14265000,270000,-12532000,606000,876000,,,,,,,,,,,,,,,,
CSBR,4/30/20,USD,2020,FY,32123000,-16882000,-1468000,-16709000,825000,-643000,,,,,,,,,,,,,,,,
CSCO,7/31/17,USD,2017,FY,48005000000,-17781000000,11973000000,-18251000000,,11973000000,,,,,,,,,,,,,,,,
CSCO,7/31/18,USD,2018,FY,49330000000,-18724000000,12309000000,-18297000000,,12309000000,US,CSCO US,3329,"Cisco Systems, Inc.",2018,2018-08-28T00:00:00Z,United States of America,," Investor, Supply Chain"," Communications equipment, IT services, Other professional services, Software"," Electrical & electronic equipment, IT & software development, Specialized professional services"," Manufacturing, Services",Communications equipment,Electrical & electronic equipment,Manufacturing,General
CSCO,7/31/19,USD,2019,FY,51904000000,-19238000000,14219000000,-18447000000,,14219000000,US,CSCO US,3329,"Cisco Systems, Inc.",2019,2019-07-31T21:46:04Z,United States of America,," Investor, Supply Chain"," Communications equipment, IT services, Other professional services, Software"," Electrical & electronic equipment, IT & software development, Specialized professional services"," Manufacturing, Services",Software,IT & software development,Services,General
CSCO,7/31/20,USD,2020,FY,49301000000,-17618000000,13620000000,-18063000000,,13620000000,US,CSCO US,3329,"Cisco Systems, Inc.",2020,2020-08-25T21:51:58Z,United States of America,," Investor, Supply Chain"," Communications equipment, IT services, Other professional services, Software"," Electrical & electronic equipment, IT & software development, Specialized professional services"," Manufacturing, Services",Software,IT & software development,Services,General
CSGP,12/31/17,USD,2017,FY,965230000,-220403000,173816000,-571011000,63643000,237459000,,,,,,,,,,,,,,,,
CSGP,12/31/18,USD,2018,FY,1191832000,-269933000,273564000,-648335000,77743000,351307000,,,,,,,,,,,,,,,,
CSGP,12/31/19,USD,2019,FY,1399719000,-289239000,363547000,-746933000,81165000,444712000,,,,,,,,,,,,,,,,
CSGS,12/31/17,USD,2017,FY,789582000,-394811000,114481000,-280290000,42881000,157362000,,,,,,,,,,,,,,,,
CSGS,12/31/18,USD,2018,FY,875059000,-449820000,113593000,-311646000,62632000,176225000,,,,,,,,,,,,,,,,
CSGS,12/31/19,USD,2019,FY,996810000,-525122000,130943000,-340745000,67122000,198065000,,,,,,,,,,,,,,,,
CSII,6/30/17,USD,2017,FY,204906000,-39441000,-1542000,-167007000,4135000,2593000,,,,,,,,,,,,,,,,
CSII,6/30/18,USD,2018,FY,217043000,-39484000,2234000,-175325000,3934000,6168000,,,,,,,,,,,,,,,,
CSII,6/30/19,USD,2019,FY,248017000,-47680000,-825000,-201162000,3446000,2621000,,,,,,,,,,,,,,,,
CSII,6/30/20,USD,2020,FY,236545000,-48759000,-26772000,-214558000,4179000,-22593000,,,,,,,,,,,,,,,,
CSL,12/31/17,USD,2017,FY,4089900000,-2941900000,505700000,-642300000,169100000,674800000,,,,,,,,,,,,,,,,
CSL,12/31/18,USD,2018,FY,4479500000,-3304800000,509000000,-665700000,190600000,699600000,,,,,,,,,,,,,,,,
CSL,12/31/19,USD,2019,FY,4811600000,-3439900000,654200000,-717500000,205400000,859600000,,,,,,,,,,,,,,,,
CSLT,12/31/17,USD,2017,FY,131429000,-47184000,-61395000,-145640000,6613000,-54782000,,,,,,,,,,,,,,,,
CSLT,12/31/18,USD,2018,FY,156404000,-60189000,-39894000,-136109000,6858000,-33036000,,,,,,,,,,,,,,,,
CSLT,12/31/19,USD,2019,FY,143308000,-59074000,-41338000,-125572000,5920000,-35418000,,,,,,,,,,,,,,,,
CSOD,12/31/17,USD,2017,FY,481985000,-142867000,-47717000,-386835000,35377000,-12340000,,,,,,,,,,,,,,,,
CSOD,12/31/18,USD,2018,FY,537891000,-144349000,1177000,-392365000,35260000,36437000,,,,,,,,,,,,,,,,
CSOD,12/31/19,USD,2019,FY,576523000,-149215000,11933000,-415375000,41599000,53532000,,,,,,,,,,,,,,,,
CSS,3/31/18,USD,2017,FY,361896000,-269067000,-12372000,-105201000,10487000,-1885000,,,,,,,,,,,,,,,,
CSS,3/31/19,USD,2018,FY,382263000,-292973000,-24059000,-113349000,13967000,-10092000,,,,,,,,,,,,,,,,
CSU,12/31/17,USD,2017,FY,466997000,,20700000,-446297000,66199000,86899000,,,,,,,,,,,,,,,,
CSU,12/31/18,USD,2018,FY,460018000,,7603000,-452415000,62824000,70427000,,,,,,,,,,,,,,,,
CSU,12/31/19,USD,2019,FY,447100000,,-14689000,-461789000,64190000,49501000,,,,,,,,,,,,,,,,
CSWI,3/31/18,USD,2017,FY,326222000,-178306000,50714000,-97202000,7651000,58365000,,,,,,,,,,,,,,,,
CSWI,3/31/19,USD,2018,FY,350155000,-188785000,60440000,-100930000,7411000,67851000,,,,,,,,,,,,,,,,
CSWI,3/31/20,USD,2019,FY,385871000,-208821000,66067000,-110983000,7918000,73985000,,,,,,,,,,,,,,,,
CSX,12/31/17,USD,2017,FY,11408000000,-6320000000,3773000000,-1315000000,1315000000,5088000000,,,,,,,,,,,,,,,,
CSX,12/31/18,USD,2018,FY,12250000000,-6146000000,4773000000,-1331000000,1331000000,6104000000,US,CSX US,4120,CSX Corporation,2018,2018-08-28T00:00:00Z,United States of America,," Investor, Supply Chain"," Rail freight, Transportation support services"," Industrial support services, Rail transport"," Services, Transportation services",Rail freight,Rail transport,Transportation services,Transport services
CSX,12/31/19,USD,2019,FY,11937000000,-5714000000,4874000000,-1349000000,1349000000,6223000000,US,CSX US,4120,CSX Corporation,2019,2019-08-27T17:32:53Z,United States of America,," Investor, Supply Chain"," Rail freight, Transportation support services"," Industrial support services, Rail transport"," Services, Transportation services",Rail freight,Rail transport,Transportation services,Transport services
CTAS,5/31/17,USD,2017,FY,5323381000,-2943086000,852915000,-1527380000,171565000,1024480000,,,,,,,,,,,,,,,,
CTAS,5/31/18,USD,2018,FY,6476632000,-3568109000,991731000,-1916792000,215476000,1207207000,,,,,,,,,,,,,,,,
CTAS,5/31/19,USD,2019,FY,6892303000,-3763715000,1147944000,-1980644000,223631000,1371575000,,,,,,,,,,,,,,,,
CTAS,5/31/20,USD,2020,FY,7085120000,-3851372000,1162696000,-2071052000,235905000,1398601000,,,,,,,,,,,,,,,,
CTL,12/31/17,USD,2017,FY,17656000000,-8203000000,2009000000,-7444000000,3936000000,5945000000,,,,,,,,,,,,,,,,
CTL,12/31/18,USD,2018,FY,23443000000,-10862000000,3296000000,-9285000000,5120000000,8416000000,US,CTL US,31497,CenturyLink,2018,2018-09-06T00:00:00Z,United States of America,," Investor, Supply Chain"," Servers & data centers, Telecommunications services"," Media, telecommunications & data center services", Services,Telecommunications services,"Media, telecommunications & data center services",Services,General
CTL,12/31/19,USD,2019,FY,22401000000,-10077000000,3780000000,-8544000000,4829000000,8609000000,US,CTL US,31497,CenturyLink,2019,2019-07-31T17:08:37Z,United States of America,," Investor, Supply Chain"," Servers & data centers, Telecommunications services"," Media, telecommunications & data center services", Services,Telecommunications services,"Media, telecommunications & data center services",Services,General
CTMX,12/31/17,USD,2017,FY,71623000,,-46259000,-117882000,1645000,-44614000,,,,,,,,,,,,,,,,
CTMX,12/31/18,USD,2018,FY,59502000,,-77874000,-137376000,1884000,-75990000,,,,,,,,,,,,,,,,
CTMX,12/31/19,USD,2019,FY,57489000,,-110895000,-168384000,2459000,-108436000,,,,,,,,,,,,,,,,
CTS,12/31/17,USD,2017,FY,422993000,-282562000,43342000,-97089000,20674000,64016000,,,,,,,,,,,,,,,,
CTS,12/31/18,USD,2018,FY,470483000,-305510000,66100000,-98873000,22514000,88614000,,,,,,,,,,,,,,,,
CTS,12/31/19,USD,2019,FY,468999000,-311424000,61200000,-96375000,24619000,85819000,,,,,,,,,,,,,,,,
CTSH,12/31/17,USD,2017,FY,14810000000,-9152000000,2481000000,-3177000000,443000000,2924000000,,,,,,,,,,,,,,,,
CTSH,12/31/18,USD,2018,FY,16125000000,-9838000000,2801000000,-3486000000,498000000,3299000000,,,,,,,,,,,,,,,,
CTSH,12/31/19,USD,2019,FY,16783000000,-10634000000,2670000000,-3479000000,526000000,3196000000,,,,,,,,,,,,,,,,
CTXS,12/31/17,USD,2017,FY,2824686000,-439646000,645910000,-1739130000,87137000,733047000,,,,,,,,,,,,,,,,
CTXS,12/31/18,USD,2018,FY,2973903000,-433803000,694685000,-1845415000,78983000,773668000,,,,,,,,,,,,,,,,
CTXS,12/31/19,USD,2019,FY,3010564000,-464047000,558365000,-1988152000,72079000,630444000,,,,,,,,,,,,,,,,
CUB,9/30/17,USD,2017,FY,1107709000,-779323000,4888000,-323498000,48045000,52933000,,,,,,,,,,,,,,,,
CUB,9/30/18,USD,2018,FY,1202898000,-835392000,29400000,-338106000,46600000,76000000,,,,,,,,,,,,,,,,
CUB,9/30/19,USD,2019,FY,1496475000,-1065060000,69113000,-362302000,64742000,133855000,,,,,,,,,,,,,,,,
CUBE,12/31/17,USD,2017,FY,558943000,-181508000,197009000,-180426000,148319000,345328000,,,,,,,,,,,,,,,,
CUBE,12/31/18,USD,2018,FY,597944000,-196866000,220016000,-181062000,145663000,365679000,,,,,,,,,,,,,,,,
CUBE,12/31/19,USD,2019,FY,643915000,-209739000,232069000,-202107000,166366000,398435000,,,,,,,,,,,,,,,,
CUO,12/31/17,USD,2017,FY,152810000,-124715000,2898000,-25197000,2554000,5452000,,,,,,,,,,,,,,,,
CUO,12/31/18,USD,2018,FY,163983000,-136176000,-1055000,-28862000,2633000,1578000,,,,,,,,,,,,,,,,
CUO,12/31/19,USD,2019,FY,113276000,-88723000,-9571000,-34124000,1962000,-7609000,,,,,,,,,,,,,,,,
CUZ,12/31/17,USD,2017,FY,466185000,-167409000,74508000,-224268000,,74508000,,,,,,,,,,,,,,,,
CUZ,12/31/18,USD,2018,FY,475212000,-168460000,103330000,-203422000,,103330000,,,,,,,,,,,,,,,,
CUZ,12/31/19,USD,2019,FY,657515000,-226150000,137209000,-294156000,,137209000,,,,,,,,,,,,,,,,
CVCO,3/31/18,USD,2017,FY,871235000,-690555000,73773000,-106907000,4026000,77799000,,,,,,,,,,,,,,,,
CVCO,3/31/19,USD,2018,FY,962746000,-757040000,84138000,-121568000,4698000,88836000,,,,,,,,,,,,,,,,
CVCO,3/31/20,USD,2019,FY,1061774000,-831256000,84907000,-145611000,5783000,90690000,,,,,,,,,,,,,,,,
CVGI,12/31/17,USD,2017,FY,755231000,-662666000,31445000,-61120000,15344000,46789000,,,,,,,,,,,,,,,,
CVGI,12/31/18,USD,2018,FY,897737000,-768885000,66873000,-61979000,15418000,82291000,,,,,,,,,,,,,,,,
CVGI,12/31/19,USD,2019,FY,901238000,-796101000,40636000,-64501000,15514000,56150000,,,,,,,,,,,,,,,,
CVNA,12/31/17,USD,2017,FY,858870000,-790779000,-155309000,-223400000,11568000,-143741000,,,,,,,,,,,,,,,,
CVNA,12/31/18,USD,2018,FY,1955467000,-1758758000,-228549000,-425258000,23539000,-205010000,,,,,,,,,,,,,,,,
CVNA,12/31/19,USD,2019,FY,3939896000,-3433482000,-280303000,-786717000,41265000,-239038000,,,,,,,,,,,,,,,,
CVS,12/31/17,USD,2017,FY,1.84786E+11,-1.56258E+11,9538000000,-18990000000,,9538000000,,,,,,,,,,,,,,,,
CVS,12/31/18,USD,2018,FY,1.94579E+11,-1.63041E+11,4021000000,-27517000000,,4021000000,US,CVS US,4151,CVS Health,2018,2018-08-14T00:00:00Z,United States of America,, Investor," Health care services, Health care supplies, Insurance, Supermarkets, food & drugstores"," Convenience retail, Financial services, Medical equipment & supplies, Other services"," Biotech, health care & pharma, Retail, Services",Health care services,Other services,Services,General
CVS,12/31/19,USD,2019,FY,2.56776E+11,-2.11248E+11,11987000000,-33541000000,,11987000000,US,CVS US,4151,CVS Health,2019,2019-07-31T14:59:19Z,United States of America,, Investor," Health care services, Health care supplies, Insurance, Supermarkets, food & drugstores"," Convenience retail, Financial services, Medical equipment & supplies, Other services"," Biotech, health care & pharma, Retail, Services",Insurance,Financial services,Services,General
CVSI,12/31/17,USD,2017,FY,20679239,-6190575,-2488041,-16976705,182795,-2305246,,,,,,,,,,,,,,,,
CVSI,12/31/18,USD,2018,FY,48244000,-14366000,10247000,-23631000,519000,10766000,,,,,,,,,,,,,,,,
CVSI,12/31/19,USD,2019,FY,53696000,-18608000,-17240000,-52328000,716000,-16524000,,,,,,,,,,,,,,,,
CVX,12/31/17,USD,2017,FY,1.34674E+11,-95202000000,2480000000,-36992000000,19349000000,21829000000,,,,,,,,,,,,,,,,
CVX,12/31/18,USD,2018,FY,1.58902E+11,-1.15122E+11,13886000000,-29894000000,19419000000,33305000000,,,,,,,,,,,,,,,,
CVX,12/31/19,USD,2019,FY,1.39865E+11,-1.01498E+11,-317000000,-38684000000,29218000000,28901000000,,,,,,,,,,,,,,,,
CWEN,12/31/17,USD,2017,FY,1009000000,-326000000,330000000,-353000000,334000000,664000000,,,,,,,,,,,,,,,,
CWEN,12/31/18,USD,2018,FY,1053000000,-332000000,370000000,-351000000,331000000,701000000,,,,,,,,,,,,,,,,
CWEN,12/31/19,USD,2019,FY,1032000000,-342000000,265000000,-425000000,396000000,661000000,,,,,,,,,,,,,,,,
CWH,12/31/17,USD,2017,FY,4285255000,-3039303000,361380000,-884572000,31545000,392925000,,,,,,,,,,,,,,,,
CWH,12/31/18,USD,2018,FY,4792017000,-3429465000,241061000,-1121491000,49322000,290383000,,,,,,,,,,,,,,,,
CWH,12/31/19,USD,2019,FY,4892019000,-3604621000,8747000,-1278651000,59932000,68679000,,,,,,,,,,,,,,,,
CWS,12/31/17,USD,2017,FY,13522056,-13677889,-11770020,-11614187,4275122,-7494898,,,,,,,,,,,,,,,,
CWS,12/31/18,USD,2018,FY,9508042,-13924107,-24178840,-19762775,4753271,-19425569,,,,,,,,,,,,,,,,
CWS,12/31/19,USD,2019,FY,29655,-24812,-6106863,-6111706,299874,-5806989,,,,,,,,,,,,,,,,
CXO,12/31/17,USD,2017,FY,2586000000,-408000000,530000000,-1648000000,1146000000,1676000000,,,,,,,,,,,,,,,,
CXO,12/31/18,USD,2018,FY,4151000000,-590000000,1347000000,-2214000000,1478000000,2825000000,,,,,,,,,,,,,,,,
CXO,12/31/19,USD,2019,FY,4592000000,-716000000,921000000,-2955000000,1964000000,2885000000,,,,,,,,,,,,,,,,
CXW,12/31/17,USD,2017,FY,1765498000,-1249537000,261010000,-254951000,147129000,408139000,,,,,,,,,,,,,,,,
CXW,12/31/18,USD,2018,FY,1835766000,-1315250000,251065000,-269451000,156501000,407566000,,,,,,,,,,,,,,,,
CXW,12/31/19,USD,2019,FY,1980689000,-1422769000,286270000,-271650000,144572000,430842000,,,,,,,,,,,,,,,,
CY,12/31/17,USD,2017,FY,2327771000,-1545837000,78093000,-703841000,264905000,342998000,,,,,,,,,,,,,,,,
CY,12/31/18,USD,2018,FY,2483840000,-1552385000,164428000,-767027000,282985000,447413000,US,CY US,4109,Cypress Semiconductor Corporation,2018,2018-08-20T00:00:00Z,United States of America,," Investor, Supply Chain", Electronic components, Electrical & electronic equipment, Manufacturing,Electronic components,Electrical & electronic equipment,Manufacturing,General
CY,12/31/19,USD,2019,FY,2205314000,-1375289000,123263000,-706762000,284656000,407919000,US,CY US,4109,Cypress Semiconductor Corporation,2019,2019-08-14T14:50:26Z,United States of America,," Investor, Supply Chain", Electronic components, Electrical & electronic equipment, Manufacturing,Electronic components,Electrical & electronic equipment,Manufacturing,General
CYAN,3/31/18,USD,2017,FY,34115000,-20744000,1414000,-11957000,1877000,3291000,,,,,,,,,,,,,,,,
CYAN,3/31/19,USD,2018,FY,30202000,-19736000,-2997000,-13463000,1908000,-1089000,,,,,,,,,,,,,,,,
CYAN,3/31/20,USD,2019,FY,31899000,-19199000,1053000,-11647000,1934000,2987000,,,,,,,,,,,,,,,,
CYCC,12/31/17,USD,2017,FY,0,,-9491000,-9491000,32000,-9459000,,,,,,,,,,,,,,,,
CYCC,12/31/18,USD,2018,FY,150000,,-9548000,-9698000,29000,-9519000,,,,,,,,,,,,,,,,
CYCC,12/31/19,USD,2019,FY,,,-9682000,-9682000,20000,-9662000,,,,,,,,,,,,,,,,
CYIG,3/31/18,USD,2017,FY,64942737,-39603995,15142468,-10196274,1300651,16443119,,,,,,,,,,,,,,,,
CZR,12/31/17,USD,2017,FY,4852000000,-2243000000,532000000,-2077000000,628000000,1160000000,,,,,,,,,,,,,,,,
CZR,12/31/18,USD,2018,FY,8391000000,-3944000000,817000000,-3630000000,1145000000,1962000000,US,CZR US,8054,Caesars Entertainment,2018,2018-08-16T00:00:00Z,United States of America,, Investor," Food & beverage amenities, Gambling, Hotels & lodging"," Bars, hotels & restaurants, Entertainment facilities", Hospitality,Gambling,Entertainment facilities,Hospitality,General
CZR,12/31/19,USD,2019,FY,8742000000,-4110000000,1086000000,-3546000000,1021000000,2107000000,US,CZR US,8054,Caesars Entertainment,2019,2019-07-31T17:00:24Z,United States of America,, Investor," Food & beverage amenities, Gambling, Hotels & lodging"," Bars, hotels & restaurants, Entertainment facilities", Hospitality,Gambling,Entertainment facilities,Hospitality,General
D,12/31/17,USD,2017,FY,12586000000,-3008000000,4130000000,-5448000000,2202000000,6332000000,,,,,,,,,,,,,,,,
D,12/31/18,USD,2018,FY,13366000000,-3581000000,3624000000,-6161000000,2280000000,5904000000,US,D US,4832,Dominion Energy,2018,2018-08-23T00:00:00Z,United States of America,, Investor," CCGT generation, Electricity networks, Gas utilities"," Energy utility networks, Thermal power generation"," Infrastructure, Power generation",CCGT generation,Thermal power generation,Power generation,Electric utilities
D,12/31/19,USD,2019,FY,16572000000,-4562000000,3887000000,-8123000000,2977000000,6864000000,US,D US,4832,Dominion Energy,2019,2019-07-31T18:20:34Z,United States of America,, Investor," CCGT generation, Electricity networks, Gas utilities"," Energy utility networks, Thermal power generation"," Infrastructure, Power generation",CCGT generation,Thermal power generation,Power generation,Electric utilities
